'一劳永逸	[yī láo yǒng yì]	обр. как следует потрудиться и весь век не знать забот; раз и навсегда (решить)	'
'一半	[yībàn]	половина	'
'一半天	[yībàntiān]	(через) ден	'
'一去不复返	[yī qù bù fù fǎn]	обр. навсегда уйти в прошлое; безвозвратно исчезнуть	'
'一发千钧	[yīfà qiānjūn]	обр. висеть [держаться] на волоске; критический (напр., момент)	'
'一口气	[yīkǒuqì]	 одним махом; в один присест	'
'一口气	[yīkǒuqì]	 (один) вздох	'
'一同	[yītóng]	совместно, вместе; сообща	'
'一向	[yīxiàng]	 издавна; всегда	'
'一向	[yīxiàng]	 последнее время	'
'一味	[yīwèi]	только и знать, что; без конца; постоянно	'
'一呼百应	[yīhū bǎiyìng]	обр. найти всеобщий отклик; встретить горячую поддержку	'
'一哄而散	[yī hōng ér sàn]	обр. броситься врассыпную; как ветром сдуло	'
'一唱一和	[yī chàng yī hé]	обр. подпевать друг другу; действовать в унисон	'
'一团和气	[yītuán héqì]	обр. доброжелательность	'
'一团糟	[yītuánzāo]	полная неразбериха; кавардак; хаос	'
'一场空	[yīchǎng kōng]	обр.	'
'一场空	[yīchǎng kōng]	 остаться ни с чем	'
'一场空	[yīchǎng kōng]	 впустую; напрасно	'
'一块儿	[yīkuàir]	вместе; совместно	'
'一塌糊涂	[yītā hútú]	обр. полная неразбериха; хаос; мешанина	'
'一天	[yītiān]	 один день	'
'一天	[yītiān]	 сутки	'
'一天	[yītiān]	 однажды; в один прекрасный день	'
'一天到晚	[yītiān dào wǎn]	с утра до вечера; весь день; целыми днями	'
'一如既往	[yī rú jì wǎng]	как и прежде; и впредь; неизменно; последовательно	'
'一孔之见	[yīkōngzhī jiàn]	обр. не видеть дальше своего носа	'
'一字一板	[yīzì yībǎn]	ч	'
'一定	[yīdìng]	 непременно, обязательно; обязательный	'
'一定	[yīdìng]	 установленный; определ	'
'一定	[yīdìng]	 некоторый, относительный; определ	'
'一寸光阴一寸金	[yīcùn guāngyīn yīcùn jīn]	обр. время - деньги; время дороже золота	'
'一小撮	[yī xiǎocuō]	перен. горстка; небольшая кучка	'
'一尘不染	[yī chén bù rǎn]	обр.	'
'一尘不染	[yī chén bù rǎn]	 очень чисто; ни пылинки	'
'一尘不染	[yī chén bù rǎn]	 кристально чистый (о человеке)	'
'一差二错	[yīchā èrcuò]	обр. на всякий случай; в случае чего	'
'一帆风顺	[yī fān fēng shùn]	обр. идти как по маслу; без сучка, без задоринки	'
'一带	[yīdài]	район; в районе	'
'一干二净	[yīgān èrjìng]	обр. подчистую; без остатка	'
'一年到头	[yīnián dàotóu]	круглый [весь] год	'
'一年半载	[yīnián bànzǎi]	обр. год-другой; год-два	'
'一年四季	[yīnián sìjì]	круглый год	'
'一并	[yībìng]	одновременно; заодно; вместе	'
'一应俱全	[yīyīng jùquān]	обр. имеется абсолютно вс	'
'一度	[yīdù]	 (один) раз	'
'一度	[yīdù]	 когда-то; как-то раз; в сво	'
'一律	[yīlǜ]	 все без исключения; все	'
'一律	[yīlǜ]	 одинаково; в равной степени	'
'一心	[yīxīn]	 всей душой; всем сердцем; всецело	'
'一心	[yīxīn]	 единодушие; единодушный	'
'一总	[yīzǒng]	 в общей сложности; вс	'
'一总	[yīzǒng]	 вс	'
'一意孤行	[yī yì gū xíng]	обр. действовать наперекор всему; своевольничать	'
'一成不变	[yī chéng bù biàn]	обр. раз навсегда данный; неизменный; закоренелый; косный	'
'一手	[yīshǒu]	единолично	'
'一扫而光	[yī sǎo ér guāng]	обр. полностью уничтожить; смести с лица земли	'
'一技之长	[yījìzhī cháng]	быть узким специалистом в какой-либо области	'
'一把手	[yībǎshǒu]	 партн	'
'一把手	[yībǎshǒu]	 хороший работник; мастер	'
'一把手	[yībǎshǒu]	 первое лицо; главный начальник (обычно 	'
'一担	[yīdàn]	когда; в случае, (если); в один прекрасный момент [день]; вдруг	'
'一拍即合	[yī pāi jí hé]	обр. сразу же найти общий язык; моментально сойтись [стакнуться]	'
'一揽子	[yīlǎnzi]	комплекс; комплексный	'
'一文不值	[yī wén bù zhí]	см. 	'
'一方面..., 一方面...	[yī fāngmiàn..., yī fāngmiàn...]	с одной стороны..., с другой стороны; и... и...	'
'一无所有	[yī wú suǒyǒu]	обр. абсолютно ничего не иметь; хоть шаром покати	'
'一无是处	[yī wú shì chù]	обр. быть лиш	'
'一日千里	[yīrì qiānlǐ]	обр. (идти впер	'
'一早	[yīzǎo]	с самого утра; рано утром	'
'一时	[yīshí]	 одно время	'
'一时	[yīshí]	 ненадолго; на какое-то время	'
'一星半点	[yīxīng bàndiǎn]	обр. чуть-чуть; самая малость; очень немного	'
'一月	[yīyuè]	январь	'
'一望无际	[yī wàng wú jì]	обр. бескрайний; необозримый	'
'一朝一夕	[yīzhāo yīxī]	обр. в один прекрасный день; за короткое время	'
'一本正经	[yī běn zhèngjīng]	обр. с серь	'
'一条心	[yītiáoxīn]	полное единодушие [единство]	'
'一条龙	[yītiáolóng]	 единая цель; непрерывная цепочка	'
'一条龙	[yītiáolóng]	 длинный ряд; очередь	'
'一样	[yīyàng]	 одинаковый; такой же, как	'
'一样	[yīyàng]	 вс	'
'一概	[yīgài]	абсолютно вс	'
'一概而论	[yīgài ér lùn]	обр. стричь всех под одну греб	'
'一模一样	[yīmú yīyàng]	обр. как две капли воды	'
'一次性	[yīcìxìng]	одноразовый; одноразового использования	'
'一次用	[yīcìyòng]	см. 	'
'一步登天	[yībù dēngtiān]	обр. сделать головокружительную карьеру	'
'一毛不拔	[yī mào bù bá]	обр. быть крайне скупым	'
'一气	[yīqì]	одним духом; в один присест	'
'一流	[yīliú]	первоклассный	'
'一清早	[yīqīngzǎo]	с (самого) раннего утра	'
'一溜烟	[yīliùyān]	в одно мгновение; мгновенно; быстро	'
'一点儿	[yīdiǎnr]	немного; чуть-чуть; слегка; чуточку	'
'一片	[yīpiàn]	вс	'
'一生	[yīshēng]	вся жизнь; всю жизнь	'
'一画	?empty	список иероглифов из одной черты	'
'一盘散沙	[yīpán sǎnshā]	обр. разобщ	'
'一盘棋	[yīpánqí]	одно (неразрывное) целое	'
'一目了然	[yī mù liǎorán]	обр. понятно с первого взгляда; совершенно очевидно	'
'一直	[yīzhí]	 прямо, напрямик	'
'一直	[yīzhí]	 вс	'
'一直	[yīzhí]	 вплоть до; и даже	'
'一眼	[yīyǎn]	с первого взгляда; одним взглядом	'
'一瞥	[yīpiē]	 бросить взгляд; взглянуть	'
'一瞥	[yīpiē]	 обозрение; обзор	'
'一瞬	[yīshùn]	 мгновение	'
'一瞬	[yīshùn]	 в одно мгновение, в один миг	'
'一知半解	[yīzhī bànjiě]	обр. нахвататься верхов; знать кое-что и кое-как	'
'一穷二白	[yī qióng èr bái]	обр. бедный и отсталый [т	'
'一空	[yīkōng]	подчистую; без остатка	'
'一窍不通	[yī qiào bù tōng]	обр. не понимать ни бельмеса; быть полным профаном	'
'一窝蜂	[yīwōfēng]	скопом; гурьбой	'
'一笑置之	[yī xiào zhì zhī]	обр. оставить без внимания	'
'一笔勾销	[yī bǐ gōuxiāo]	обр. перечеркнуть одним росчерком пера; одним махом покончить с чем-либо	'
'一笔抹杀	[yī bǐ mǒshā]	обр. поставить крест на ч	'
'一筹莫展	[yī chóu mò zhǎn]	обр. не знать, как быть; не в состоянии что-либо придумать	'
'一箭双雕	[yījiàn shuāngdiāo]	обр. одним выстрелом убить двух зайцев	'
'一系列	[yīxìliè]	(целый) ряд	'
'一纸空文	[yīzhǐ kōngwén]	обр. оставаться на бумаге; пустая бумажка	'
'一线	[yīxiàn]	 передовая линия фронта	'
'一线	[yīxiàn]	 первый эшелон	'
'一线	[yīxiàn]	 луч; перен. проблеск (напр., надежды)	'
'一经	[yījīng]	стоит только; как только	'
'一经就...	[yījīng... jiù...]	как только..., сразу...	'
'一网打尽	[yīwǎng dǎjìn]	обр. выловить [арестовать] всех сразу	'
'一股劲儿	[yīgǔjìnr]	энергично; с подъ	'
'一脉相传	[yī mài xiāng chuán]	= 	'
'一脉相承	[yī mài xiāng chéng]	= 	'
'一致	[yīzhì]	единодушный; единогласный; единый; единство	'
'一般	[yībān]	 одинаковый; такой же	'
'一般	[yībān]	 рядовой, обычный	'
'一色	[yīsè]	 одного цвета	'
'一色	[yīsè]	 абсолютно одинаковый	'
'一落千丈	[yī luò qiānzhàng]	обр. резко упасть; обрушиться	'
'一行	[yīxíng]	 компания; в компании	'
'一行	[yīxíng]	 сопровождающие лица	'
'一衣带水	[yī yī dài shuǐ]	обр. находиться очень близко [по соседству]	'
'一见如故	[yī jiàn rú gù]	обр. подружиться с первой встречи	'
'一见钟情	[yī jiàn zhōngqíng]	полюбить с первого взгляда	'
'一视同仁	[yīshì tóngrén]	обр. одинаково относиться ко всем	'
'一览表	[yīlǎnbiǎo]	табель; ведомость; таблица; перечень; расписание; график	'
'一触即发	[yī chù jí fā]	обр. вспыхнуть в любой момент (напр., о конфликте); моментально вспыхнуть	'
'一言为定	[yī yán wéi dìng]	обр. сказано - сделано; держать слово	'
'一言堂	[yīyántáng]	обр. не допускать возражений, зажимать рот другим	'
'一言难尽	[yī yán nán jìn]	обр. в двух словах не скажешь	'
'一败涂地	[yībài túdì]	обр. потерпеть полное поражение; потерпеть полный крах [фиаско]	'
'一贫如洗	[yī pín rú xǐ]	обр. гол как сокол; ни гроша за душой нет	'
'一贯	[yīguàn]	последовательно; неизменно; последовательный; постоянный	'
'一起	[yīqǐ]	вместе; совместно; сообща	'
'一路	[yīlù]	 всю дорогу; весь путь	'
'一路	[yīlù]	 одного рода; того же сорта	'
'一路	[yīlù]	 вместе	'
'一路平安!	[yīlù píng’ān]	счастливого пути	'
'一路货	[yīlùhuò]	обр. одного поля ягоды	'
'一路顺风	[yīlù shùnfēng]	попутного ветра!; счастливого пути!	'
'一蹴而就	[yī cù ér jiù]	обр. в один момент; одним махом; по мановению волшебной палочки	'
'一辈子	[yībèizi]	разг. всю жизнь; за всю жизнь	'
'一边	[yībiān]	 одна сторона; с одной стороны	'
'一边	[yībiān]	 в удвоении (и)... и...	'
'一边倒	[yībiāndǎo]	придерживаться одной из сторон (напр., в споре); тенденциозность	'
'一连	[yīlián]	непрерывно; подряд	'
'一连串	[yīliánchuàn]	целый ряд (напр., проблем)	'
'一道	[yīdào]	вместе; совместно	'
'一针见血	[yīzhēn jiànxuě]	обр. не в бровь, а в глаз; попасть в самую точку	'
'一钱不值	[yī qián bù zhí]	обр. ломаного гроша не стоит	'
'一长制	[yīzhǎngzhì]	единоначалие	'
'一阵	[yīzhèn]	порыв (напр., ветра); взрыв (напр., хохота); приступ (напр., боли)	'
'一面	[yīmiàn]	см. 	'
'一面之交	[yīmiànzhī jiāo]	обр. шапочное знакомство	'
'一马当先	[yī mǎ dāngxiān]	обр. идти в авангарде; быть впереди	'
'一鳞半爪	[yīlín bànzhǎo]	обр. отрывочные сведения [данные]; отрывочный; разрозненный	'
'一鸣惊人	[yīmíng jīngrén]	обр. с первых же шагов потрясти своими успехами; изумить всех	'
'一鼓作气	[yī gǔ zuò qì]	обр. одним духом; одним разом [махом]	'
'一齐	[yīqí]	одновременно; дружно; разом	'
'丁	[dīng]	 четв	'
'丁	[dīng]	 взрослый мужчина; совершеннолетний	'
'丁	[dīng]	 едок; человек	'
'丁	[dīng]	 мелко нарезанные кусочки мяса (в китайской кухне)	'
'丁字	[dīngzì]	Т-образный [в форме буквы Т]; тавровый	'
'丁字梁	[dīngzìliáng]	однотавровая балка	'
'丁字街	[dīngzìjiē]	см. 	'
'丁字路口	[dīngzì lùkǒu]	Т-образный перекр	'
'丁字镐	[dīngzìgǎo]	кирка	'
'丁宁	[dīngníng]	давать наставления; втолковывать	'
'丁当	[dīngdāng]	звукоподр. звяканью, бряканью, лязганью	'
'丁是丁, 卯是卯	[dīng shì dīng, mǎo shì mǎo]	обр. строго следовать установленным правилам; быть строго пунктуальным	'
'丁零当啷	[dīngling dānglāng]	звукоподр. см. 	'
'丁香	[dīngxiāng]	 сирень	'
'丁香	[dīngxiāng]	 гвоздика (пряность)	'
'七	[qī]	 семь; седьмой	'
'七	[qī]	 сокр. июль	'
'七上八下	[qīshàng bāxià]	обр. (быть) в смятении	'
'七十	[qīshí]	семьдесят; семидесятый	'
'七嘴八舌	[qīzuǐ bāshé]	наперебой; перебивая друг друга (говорить)	'
'七手八脚	[qīshǒu bājiǎo]	обр. суматошно; поспешно; торопливо	'
'七拼八凑	[qīpīn bācòu]	обр. кое-как наскрести [собрать]	'
'七月	[qīyuè]	июль	'
'七画	?empty	список иероглифов из семи черт	'
'七画	?empty	 	'
'七画	?empty	 	'
'七画	?empty	 	'
'七画	?empty	 	'
'七画	?empty	 	'
'七画	?empty	 	'
'七画	?empty	 	'
'七画	?empty	 	'
'七画	?empty	 	'
'七画	?empty	 	'
'七画	?empty	 	'
'七画	?empty	 	'
'七画	?empty	 	'
'七画	?empty	 	'
'七画	?empty	 	'
'七画	?empty	 	'
'七画	?empty	 	'
'七画	?empty	 	'
'七画	?empty	 	'
'七画	?empty	 	'
'七画	?empty	 	'
'七画	?empty	 	'
'七画	?empty	 	'
'七零八落	[qīlíng bāluò]	обр. беспорядочный; разрозненный	'
'万	[wàn]	= 	'
'万	[wàn]	 десять тысяч	'
'万	[wàn]	 тысячи; множество	'
'万	[wàn]	 тк. в соч. во что бы то ни стало; непременно	'
'万一	[wànyī]	 если паче чаяния; если	'
'万一	[wànyī]	 крайний случай; случайность	'
'万万	[wànwàn]	во что бы то ни стало; обязательно	'
'万不得已	[wànbùdéyǐ]	в случае крайней необходимости; в крайнем случае	'
'万事大吉	[wànshì dàjí]	вс	'
'万事起头难	[wànshì qǐtóu nán]	обр. лиха беда начало	'
'万事通	[wànshìtōng]	всезнайка	'
'万众一心	[wànzhòng yīxīn]	обр. все как один; в едином порыве	'
'万全	[wànquán]	совершенный; всесторонний	'
'万分	[wànfēn]	в высшей степени; крайне; чрезвычайно	'
'万变不离其宗	[wàn biàn bù lí qí zōng]	обр. оставаться тем же самым несмотря на множество перемен, оставаться верным самому себе	'
'万古长青	[wàngǔ chángqīng]	обр. жить вечно [в веках]	'
'万寿无疆	[wànshòu wújiāng]	обр. долгих лет жизни	'
'万岁	[wànsuì]	да здравствует!; ура!	'
'万恶	[wàn’è]	ненавистный; заклятый	'
'万无一失	[wàn wú yī shī]	вс	'
'万有引力	[wànyǒu yǐnlì]	физ. всемирное тяготение; гравитация	'
'万水千山	[wànshuǐ qiānshān]	обр. множество препятствий	'
'万物	[wànwù]	вс	'
'万紫千红	[wànzǐ qiānhóng]	обр. расцвести всеми красками; море цветов и красок; многоцветие	'
'万能	[wànnéng]	 всесильный, всемогущий	'
'万能	[wànnéng]	 универсальный	'
'万象	[wànxiàng]	Вьентьян (город)	'
'万里长城	[wànlǐ chángchéng]	Великая Китайская Стена	'
'万金油	[wànjīnyóu]	 ментоловая мазь	'
'万金油	[wànjīnyóu]	 обр. всезнайка	'
'万马奔腾	[wànmǎ bēnténg]	обр. неудержимо стремиться впер	'
'丈	[zhàng]	 чжан (мера длины, равная 3,33 м)	'
'丈	[zhàng]	 мерить; обмерять (напр., землю)	'
'丈	[zhàng]	 тк. в соч. муж	'
'丈人	[zhàngren]	тесть	'
'丈夫	[zhàngfū]	I	'
'丈母	[zhàngmu]	т	'
'丈量	[zhàngliáng]	мерить; обмерять (землю)	'
'三	[sān]	 три; третий	'
'三	[sān]	 сокр. март	'
'三K党	[sānkèidǎng]	ку-клукс-клан	'
'三三两两	[sānsān liǎngliǎng]	небольшими группами; по два, по три человека	'
'三个臭皮匠, 合成一个诸葛亮	[sānge chòu píjiàng héchéng yīge zhūgé liàng]	обр. ум хорошо, а два лучше	'
'三九	[sānjiǔ]	третья девятидневка после начала зимы (наиболее холодный зимний период)	'
'三人行, 必有我师	[sānrén xíng, bìyǒu wǒ shī]	обр. всегда есть, у кого поучиться	'
'三令五申	[sānlìng wǔshēn]	обр. многократные распоряжения и указания; неоднократно приказывать и давать указания	'
'三位一体	[sānwèi yītǐ]	 рел. троица	'
'三位一体	[sānwèi yītǐ]	 триединство; выступать в тр	'
'三军	[sānjūn]	три рода войск	'
'三分	[sānfēn]	тройка (оценка)	'
'三十	[sānshí]	тридцать; тридцатый	'
'三合土	[sānhétǔ]	бетон	'
'三合板	[sānhébǎn]	(тр	'
'三头六臂	[sāntóu liùbì]	обр. мастер на все руки; семи пядей во лбу	'
'三宝	[sānbǎo]	три сокровищницы буддизма (Будда, его учение и его ученики)	'
'三岔路口	[sānchà lǔkǒu]	развилка дорог	'
'三废	[sānfèi]	три вида отходов (вредные газы, сточные воды, тв	'
'三心二意	[sānxīn èr’yì]	обр. семь пятниц на неделе; проявлять нерешительность	'
'三思而后行	[sānsī érhòu xíng]	обр. семь раз отмерь, один раз отрежь	'
'三明治	[sānmíngzhì]	сэндвич	'
'三月	[sānyuè]	март	'
'三民主义	[sānmínzhǔyì]	три народных принципа (основа учения Сунь Ятсена)	'
'三画	?empty	список иероглифов из тр	'
'三画	?empty	 	'
'三画	?empty	 	'
'三画	?empty	 	'
'三画	?empty	 	'
'三画	?empty	 	'
'三番五次	[sānfān wǔcì]	много раз, многократно	'
'三百	[sānbǎi]	триста	'
'三秋	[sānqiū]	осенняя уборка урожая, осенняя вспашка и осенний сев	'
'三线	[sānxiàn]	прям., перен. третья линия (обороны); тыл	'
'三线	[sānxiàn]	 уйти в запас; перейти на вторые роли 	'
'三线	[sānxiàn]	 уйти на пенсию	'
'三脚架	[sānjiǎojià]	тренога; треножник; штатив	'
'三角	[sānjiǎo]	 треугольник; треугольный	'
'三角	[sānjiǎo]	 сокр. тригонометрия	'
'三角债	[sānjiǎozhài]	эк. взаимные долги	'
'三角学	[sānjiǎoxué]	тригонометрия	'
'三角形	[sānjiǎoxíng]	мат. треугольник	'
'三角恋爱	[sānjiǎo liàn’ài]	любовный треугольник	'
'三角板	[sānjiǎobǎn]	угольник (черт	'
'三角洲	[sānjiǎozhōu]	дельта (реки)	'
'三角裤	[sānjiǎokù]	плавки; трусики	'
'三言两语	[sānyán liǎngyǔ]	обр. в двух словах; вкратце	'
'三轮车	[sānlúnchē]	велорикша	'
'三重奏	[sānchóngzòu]	муз. трио (инструментальное)	'
'三长两短	[sāncháng liǎngduǎn]	обр. непоправимое несчастье (обычно о смерти)	'
'上	[shàng]	 верх; верхний; сверху	'
'上	[shàng]	 прошлый; предыдущий	'
'上	[shàng]	 первый	'
'上	[shàng]	 высший; лучший	'
'上	[shàng]	 послелог на; в	'
'上	[shàng]	 в; в области; в отношении	'
'上	[shàng]	 подниматься на; входить	'
'上	[shàng]	 идти; направляться	'
'上	[shàng]	 предлог к; в; на	'
'上	[shàng]	 поместить (напр., на доску поч	'
'上	[shàng]	 заряжать; заправлять (напр., машину)	'
'上	[shàng]	 заводить (пружину); натягивать (струны)	'
'上	[shàng]	 вносить (напр., налог); подавать (напр., жалобу)	'
'上	[shàng]	 глагольный суффикс, обычно указывающий на	'
'上下	[shàngxià]	 верх и низ; верхи и низы; сверху донизу	'
'上下	[shàngxià]	 приблизительно; около (после числительного)	'
'上下文	[shàngxiàwén]	контекст	'
'上任	[shàngrèn]	вступить в должность; приступить к исполнению (своих) обязательств	'
'上冻	[shàngdòng]	зам	'
'上劲	[shàngjìn]	с подъ	'
'上升	[shàngshēng]	прям., перен. подниматься; повышаться; подъ	'
'上午	[shàngwǔ]	(время) до полудня	'
'上半天	[shàngbàntiān]	первая половина дня	'
'上去	[shàngqù]	I	'
'上台	[shàngtái]	 взойти на трибуну; подняться на сцену	'
'上台	[shàngtái]	 прийти к власти; вступить в должность	'
'上司	[shàngsi]	начальник; начальство	'
'上吊	[shàngdiào]	повеситься	'
'上告	[shànggào]	 подать жалобу в вышестоящую инстанцию; обжаловать	'
'上告	[shànggào]	 см. 	'
'上场	[shàngchǎng]	выходить на сцену [на арену]; выход	'
'上士	[shàngshì]	воен. старший сержант	'
'上声	[shàngshēng]	кит. фон. третий [нисходяще-восходящий] тон	'
'上天	[shàngtiān]	 подняться [взлететь] в небо	'
'上天	[shàngtiān]	 отправиться к праотцам; скончаться	'
'上头	[shàngtou]	 верх; наверху; перен. верха	'
'上头	[shàngtou]	 послелог на; над	'
'上好	[shànghǎo]	наилучший; первосортный	'
'上学	[shàngxué]	 идти в школу	'
'上学	[shàngxué]	 поступить в школу	'
'上将	[shàngjiàng]	генерал-полковник; адмирал	'
'上尉	[shàngwèi]	воен. капитан; мор. капитан-лейтенант	'
'上层	[shàngcéng]	 верхний слой (напр., атмосферы); верхний этаж; верх (напр., дома)	'
'上层	[shàngcéng]	 верхний	'
'上山下乡	[shàngshān xiàxiāng]	направляться на работу в деревню [в сельские районы]	'
'上岗	[shànggǎng]	прям., перен. заступить на пост; вступить в должность	'
'上工	[shànggōng]	идти на работу; приступить к работе	'
'上市	[shàngshì]	 появиться на рынке (напр., о сезонных овощах)	'
'上市	[shàngshì]	 идти на рынок [на базар]	'
'上帝	[shàngdì]	царь небесный; бог	'
'上年级	[shàng niánji]	достичь преклонного возраста; в летах	'
'上当	[shàngdàng]	попасть впросак; попасться на удочку	'
'上报	[shàngbào]	 напечатать [опубликовать] в газете	'
'上报	[shàngbào]	 доложить в вышестоящие инстанции	'
'上旬	[shàngxún]	первая декада	'
'上映	[shàngyìng]	демонстрировать; показывать (фильм)	'
'上来	[shànglái]	I	'
'上来	[shànglái]	 указывает на движение вверх (сюда)	'
'上来	[shànglái]	 указывает на результативность действия	'
'上校	[shàngxiào]	полковник; мор. капитан первого ранга	'
'上流	[shàngliú]	 свет; высшее общество	'
'上流	[shàngliú]	 см. 	'
'上浆	[shàngjiāng]	крахмалить (напр., бель	'
'上海	[shànghǎi]	Шанхай (город)	'
'上涨	[shàngzhǎng]	подниматься; повышаться (напр., о ценах, об уровне воды)	'
'上游	[shàngyóu]	 верхнее течение (реки); верховье	'
'上游	[shàngyóu]	 стремиться впер	'
'上演	[shàngyǎn]	ставить (на сцене); давать представление	'
'上班	[shàngbān]	идти на работу; заступить на смену	'
'上瘾	[shàngyǐn]	пристраститься к чему-либо; заразиться дурной привычкой	'
'上相	[shàngxiàng]	фотогеничный	'
'上空	[shàngkōng]	в воздухе; над земл	'
'上等	[shàngděng]	первоклассный; высококачественный; первосортный	'
'上算	[shàngsuàn]	выгодно; с расч	'
'上级	[shàngjí]	вышестоящие инстанции; руководство	'
'上缴	[shàngjiǎo]	сдавать; вносить; отчислять (в вышестоящие финансовые органы)	'
'上肢	[shàngzhī]	верхние конечности	'
'上膘	[shàngbiāo]	нагулять жиру; прибавить в весе (о животных)	'
'上行下效	[shàngxíng xiàxiào]	обр. каков поп, таков и приход; яблоко от яблони недалеко падает	'
'上衣	[shàngyī]	верхняя одежда; верхнее платье	'
'上装	[shàngzhuāng]	 гримироваться	'
'上装	[shàngzhuāng]	 см. 	'
'上议院	[shàngyìyuàn]	верхняя палата; палата лордов	'
'上诉	[shàngsù]	юр. подавать апелляцию [кассацию]; апелляция	'
'上课	[shàngkè]	 идти на занятия; начало занятий	'
'上课	[shàngkè]	 заниматься	'
'上调	[shàngdiào]	I	'
'上路	[shànglù]	отправиться в путь [в дорогу]	'
'上轨道	[shàng guǐdào]	войти в колею; прийти в норму	'
'上边	[shàngbian]	 верх; наверх; выше	'
'上边	[shàngbian]	 послелог на; над	'
'上进	[shàngjìn]	стремиться впер	'
'上述	[shàngshù]	вышеизложенный; вышесказанный	'
'上钩	[shànggōu]	 клевать; кл	'
'上钩	[shànggōu]	 перен. попасться на удочку	'
'上门	[shàngmén]	 прийти к кому-либо (на дом); на дом (напр., доставлять товары)	'
'上门	[shàngmén]	 закрыть дверь (на замок)	'
'上阵	[shàngzhèn]	прям., перен. начать сражение; взяться за дело	'
'上面	[shàngmian]	 верх; наверху	'
'上面	[shàngmian]	 выше; вышеуказанный	'
'上面	[shàngmian]	 вышестоящие инстанции; руководство	'
'上面	[shàngmian]	 в области чего-либо	'
'上面	[shàngmian]	 послелог на; поверх	'
'上风	[shàngfēng]	 наветренная сторона	'
'上风	[shàngfēng]	 обр. преимущество; верх	'
'上马	[shàngmǎ]	 сесть на лошадь [на коня]; по коням! (команда)	'
'上马	[shàngmǎ]	 приняться за дело; начать (действовать)	'
'下	[xià]	 нижний; низ	'
'下	[xià]	 послелог под, при; в	'
'下	[xià]	 следующий; будущий; второй (из двух); третий (из тр	'
'下	[xià]	 низший (напр., сорт)	'
'下	[xià]	 спускаться; сходить (вниз)	'
'下	[xià]	 направляться; идти	'
'下	[xià]	 выходить; выгружать(ся)	'
'下	[xià]	 издавать (напр., приказ); принимать (напр., решение)	'
'下	[xià]	 идти; выпадать (об осадках)	'
'下	[xià]	 класть (яйца); метать (икру)	'
'下	[xià]	 приложить; отдать	'
'下	[xià]	 менее; меньше	'
'下	[xià]	 раз	'
'下	[xià]	 глагольный суффикс, указывающий на направление действия вниз или на общее значение результата действия	'
'下不为例	[xià bù wéi lì]	впредь это не должно повториться; впредь этого больше не будет	'
'下乡	[xiàxiāng]	направляться в деревню (на работу или перевоспитание)	'
'下令	[xiàlìng]	отдать приказ; приказать	'
'下列	[xiàliè]	нижеследующий	'
'下午	[xiàwǔ]	(время) после полудня; после обеда; во второй половине дня	'
'下半旗	[xià bànqí]	приспустить флаг	'
'下去	[xiàqu]	I	'
'下去	[xiàqu]	 указывает на направление действия вниз	'
'下去	[xiàqu]	 указывает на продолжение действия	'
'下台	[xiàtái]	сойти со сцены; также перен. оставить занимаемый пост	'
'下同	[xiàtóng]	ниже то же самое (пометка в тексте)	'
